,type,text
670,Command,"[-0.05277428  0.05469081  0.03891603  0.02223036  0.04699248 -0.12125605
  0.16228189 -0.01457902  0.11382955 -0.09228843 -0.02263624  0.04745721
 -0.01229034 -0.0232166  -0.12572852 -0.05533061 -0.1200139  -0.02234475
 -0.08057894 -0.08244997  0.02084532  0.01030795  0.16710363  0.14392002
 -0.12084794  0.02246569  0.01998822  0.07238645  0.11950994  0.00520718
  0.07919787  0.07847065 -0.01954041  0.08879147 -0.05479224 -0.06357091
 -0.10370278  0.12684302  0.07041349 -0.04430388 -0.02874726  0.14102231
 -0.04667501 -0.12957726  0.1216765   0.14382501  0.01450954  0.00089234
  0.24459752  0.22962914 -0.15971763  0.0854227   0.03450524  0.0383966
  0.07518809 -0.01421303  0.08148747  0.00598458  0.14119226 -0.16831067
  0.12362168 -0.11545572 -0.03737269  0.09105492  0.05839129 -0.19867301
 -0.02750782  0.2301216   0.23539202 -0.11243868 -0.11515933 -0.06660262
  0.1501065  -0.07026769 -0.05139464 -0.02672252  0.2638755   0.21073675
 -0.02971765  0.1221014   0.06633733 -0.07284632  0.09985249  0.01389551
 -0.07019126  0.0602559   0.00380056  0.02592568  0.12253259 -0.16708218
  0.08005498  0.06884251  0.04779451 -0.18899819  0.2187338  -0.01051319
  0.06825142  0.08578515  0.16916516  0.11043376]"
671,Command,"[ 0.00501352  0.02277281  0.13214962  0.07319812  0.03341099 -0.07139099
  0.25041944  0.24123192 -0.08497409 -0.13889302  0.23451115  0.14424764
  0.11819027 -0.32624578 -0.09900453 -0.05782472 -0.11321244  0.17349547
  0.01557469 -0.26286122  0.07444439  0.2174235   0.07521413  0.03079985
 -0.04752541 -0.10464545  0.12877412 -0.04048041  0.15694617 -0.03516204
  0.08374459  0.2850228  -0.09185243  0.11637334  0.0840207  -0.14449976
  0.13059929  0.15337713  0.06912729 -0.15251781 -0.2031983  -0.03312413
  0.11460229  0.05496069  0.10203189  0.05992106 -0.04594789 -0.06144604
  0.01357859  0.01192224 -0.26378807  0.06882215  0.04647749  0.0419109
 -0.13561375 -0.01536306 -0.02666226  0.08118666  0.1089044   0.17325424
  0.03563135 -0.04527432  0.03862563  0.03325734  0.26930782 -0.00415832
  0.00936351  0.086588    0.2798901   0.04095397 -0.01503541 -0.00551887
 -0.03763452  0.02991442  0.13381462 -0.08735621  0.0384856   0.08844104
  0.05967353  0.02521266  0.03250366 -0.11899208  0.1083531  -0.03116349
 -0.20946252  0.17583263 -0.11952823  0.2477477   0.20939822 -0.07199407
  0.08023474  0.16200219 -0.07691635 -0.01676407  0.13624035 -0.2238798
  0.11535772  0.05966933  0.01623097 -0.03356675]"
672,Command,"[-0.03694887 -0.02007699  0.04855699  0.05937769 -0.046846   -0.01332705
  0.09604049  0.10771488 -0.00230922  0.13512293  0.08401348  0.10734598
 -0.00273353 -0.2076351  -0.20913398 -0.16197087 -0.1034199  -0.00765601
  0.04420016 -0.16223796  0.08206344  0.02491395  0.12465639 -0.05279655
 -0.16886905 -0.12494609 -0.01593488  0.03621482  0.05283827 -0.05415739
  0.06402523  0.16688506  0.05433701  0.01503762 -0.047662   -0.08032314
  0.11482759  0.12858698  0.051642    0.02632159 -0.13485102  0.0927726
  0.04578967 -0.06494978  0.18312418  0.06506234 -0.03314398 -0.04070891
 -0.12448013  0.11690823 -0.07187578 -0.03905807  0.06914203  0.11312822
 -0.10325454  0.07574303  0.05012352 -0.04321696 -0.02187673  0.01302833
 -0.10902752  0.01105487 -0.04467795  0.12347908  0.16518435 -0.07777001
 -0.02983914 -0.10281555  0.2271281  -0.15095875 -0.06351923 -0.08716278
  0.09024025 -0.02104982  0.03619086 -0.05240519  0.10381127 -0.05297098
  0.10799763  0.07710213  0.08447033 -0.01473662  0.12123008  0.00858697
 -0.01687981  0.04941804 -0.05859351  0.13165013  0.09145339 -0.09707494
  0.06558853  0.10627533 -0.10085157 -0.05817018 -0.0235135  -0.08449113
  0.00928104  0.10551694 -0.07439966 -0.00057245]"
673,Command,"[-0.11241619  0.05836996 -0.02945526  0.02018145  0.15081619  0.04450031
  0.11440023  0.30685532 -0.01021194  0.07725986  0.38715118  0.14886029
  0.1642707  -0.15787058 -0.11211465 -0.12848201  0.0043251  -0.01568442
  0.09331397 -0.18228516  0.01888296  0.12911837  0.15687963  0.16973785
  0.10165681 -0.14653756  0.19563098 -0.09143886  0.27246183 -0.09781365
  0.01838653 -0.00284025  0.00312803  0.14651123  0.24754055 -0.02885966
  0.14104238  0.11015791  0.14655969 -0.15758458 -0.14433411  0.06308772
  0.03975316 -0.09498263 -0.12018521  0.01792295 -0.21303268 -0.06453776
  0.25919324 -0.14015459 -0.15880957 -0.06614706  0.04535021 -0.01046757
 -0.17191885  0.13281791  0.14319766 -0.00184697 -0.09970623  0.04646366
  0.04981451 -0.11505544  0.05308433  0.1148679   0.09953862 -0.24710889
  0.04329936  0.08435365 -0.0670191   0.01548593 -0.11706541 -0.10660478
  0.00097109  0.15503594  0.01219684 -0.09168233  0.2406694  -0.02084961
 -0.07329992 -0.0095384   0.13950317  0.00633162 -0.00578834 -0.22493193
  0.0081392   0.02061937  0.0149145   0.30020565  0.00130544  0.06522696
  0.03196656  0.19459975  0.00540541  0.18907052  0.08744082 -0.05365657
  0.24164465  0.01146235 -0.1167706  -0.09936252]"
674,Request,"[-2.12320238e-01 -8.14506784e-02  2.50438392e-01 -8.01972374e-02
 -1.19369403e-01  7.86112174e-02  9.41091031e-02  9.38189216e-03
 -9.78736803e-02  8.88494588e-03  2.25132722e-02  2.50967324e-01
  8.83302242e-02 -5.37105426e-02 -1.21173766e-02 -1.03752136e-01
 -1.94916934e-01  6.00419343e-02  1.16982475e-01 -1.29977524e-01
  9.34639014e-03  3.82289290e-04  1.68553784e-01 -1.06630917e-03
 -1.30915284e-01  1.04722932e-01 -8.76100212e-02 -6.83436468e-02
  1.87153101e-01 -9.73903686e-02  2.03457735e-02  4.64173183e-02
  4.14924435e-02 -2.39577182e-02  2.82915264e-01  1.19595632e-01
  2.25700378e-01  6.80852821e-03 -5.77025190e-02  8.81776884e-02
 -1.75576314e-01  1.43724322e-01 -1.64707974e-01 -3.11052985e-02
  3.47707093e-01  8.59627500e-02  4.45656199e-03 -2.62881368e-01
 -2.52493799e-01  1.42742391e-03 -9.10394639e-02  1.11525871e-01
 -3.94401252e-02  2.23060489e-01 -1.54127985e-01  1.65683776e-01
  2.62458026e-01  1.41575709e-01 -9.97499675e-02  6.82637542e-02
  3.62109430e-02 -1.82820652e-02  3.49469595e-02  3.04663721e-02
  8.80558044e-02 -4.04774189e-01  1.71751067e-01 -7.76307359e-02
  1.40667796e-01  1.27426628e-02 -1.68870270e-01  2.34807104e-01
 -3.40243056e-02 -1.63638830e-01  1.63186595e-01 -3.30584675e-01
  1.86846256e-01  1.72487617e-01  1.15952253e-01 -1.03511199e-01
  3.38495314e-01 -1.97733283e-01  5.54267056e-02 -1.47796482e-01
  1.21085882e-01 -6.50952160e-02 -5.43753318e-02 -6.76506907e-02
  8.86827633e-02  1.52822420e-01  9.82213169e-02 -1.60033852e-02
 -1.16790153e-01 -1.06058478e-01  1.23021021e-01 -1.82720155e-01
  1.58723563e-01  1.69929132e-01 -3.98016497e-02 -5.85491732e-02]"
675,Command,"[-0.05367322  0.0972096  -0.03700653 -0.08039691 -0.07389486  0.00043712
  0.10941466 -0.0169036   0.12994409  0.08987955 -0.00254399 -0.0242703
  0.07355161 -0.02694233 -0.09235588  0.05399282  0.05980337  0.08779947
 -0.2235105  -0.05491288  0.11171985 -0.01678083  0.08802897  0.10038009
  0.02471946 -0.00923879  0.14836903  0.08973793  0.04009681 -0.19931
 -0.10142735  0.12814146  0.16174887 -0.10195071  0.15053295 -0.02592806
  0.26758093  0.17089121 -0.13653542 -0.06277948 -0.14896113  0.01272073
  0.27370214 -0.05014136  0.16312951  0.1014801   0.00148506 -0.03926249
  0.1808728  -0.1967551  -0.12610626  0.24019629  0.07179695  0.00881675
 -0.12566298  0.03590703 -0.01412744  0.06303915  0.3633431   0.17351997
 -0.04275702  0.00424373  0.10688598 -0.05818277  0.0514186  -0.07298993
  0.00879048  0.13984407 -0.00786171 -0.01675647 -0.3281751  -0.17374624
  0.00976804 -0.02712532 -0.05945181 -0.04813552  0.08126844  0.03042478
  0.14382797  0.03449409  0.22388546  0.04681827 -0.00507671  0.07566863
  0.03690426 -0.09019744 -0.04033322  0.12798564  0.14209227 -0.10706731
 -0.01571125 -0.03251268 -0.09025387 -0.03055425  0.1761788   0.02050983
  0.12346175 -0.00719537 -0.10086169 -0.01898058]"
676,Command,"[ 0.07919255  0.07670128  0.11602845  0.0017744   0.08612268 -0.0293142
  0.25216773  0.27090794 -0.12879448 -0.10161407  0.2181162   0.08506022
  0.03202312 -0.25441724 -0.08913352  0.07378484 -0.18923204  0.13873884
  0.07593803 -0.26656556  0.04330311  0.23082332  0.13190964  0.13549739
  0.07455926 -0.10714497  0.0422314   0.01254982  0.16708057 -0.01212089
 -0.03412079  0.25779814 -0.10676163  0.08137405  0.06829996 -0.07711242
  0.23275657  0.10948787  0.00959837 -0.0867965  -0.20784378 -0.02524355
  0.1133994   0.05316757  0.17673334 -0.03838726 -0.05493261 -0.00958286
  0.06517564  0.07239583 -0.2960613  -0.02554581  0.05671922  0.00234469
 -0.18257186 -0.04716034  0.13560264  0.08351541  0.13743576  0.1348649
 -0.15480223 -0.04375544 -0.01253148  0.04814603  0.14321923 -0.13565767
  0.03192326 -0.02896368  0.17639957  0.13964401 -0.05863879 -0.08759951
 -0.07378899  0.06921475  0.05126746 -0.07484078 -0.03394854  0.06570056
 -0.01538836  0.05050363  0.08924435 -0.22834691  0.06858529 -0.07296631
 -0.15712889  0.15919562 -0.19967328  0.30445752  0.10694098 -0.06353508
 -0.04894298  0.14054167 -0.02426456  0.08736396  0.10640647 -0.13496499
  0.0023852   0.04143729  0.07374786  0.0131209 ]"
677,Command,"[-0.08222923  0.29053974  0.23361062 -0.12135805  0.13999124 -0.13107479
 -0.0414421   0.11687414  0.1838617   0.03885574  0.12446961  0.09944054
  0.07962248 -0.09717201 -0.0920322  -0.03816965  0.26241988 -0.0919403
 -0.11926757  0.01955069  0.10838989 -0.02728412  0.1622655  -0.10098374
  0.1625826   0.20282675  0.29470444 -0.03787597  0.08184463  0.13213968
 -0.11264661  0.1704779   0.0937668   0.15682246 -0.01191837 -0.05189905
 -0.0625606   0.1495686   0.12342609  0.19375119 -0.20696664  0.09313568
  0.06602834 -0.15250134  0.23984426  0.12585695 -0.0083663  -0.03798029
  0.22074357  0.11541742 -0.23321037  0.05165162 -0.01606046 -0.0206676
 -0.01423048  0.17416015  0.26968917  0.04989475  0.02714609 -0.13322446
  0.11782871 -0.01627382  0.10178532 -0.06297415  0.05774014 -0.170869
  0.04975897  0.2495592   0.02005745  0.04792021 -0.20003141 -0.03749833
  0.17789927  0.18631801  0.07492003 -0.06882466  0.21697627 -0.03346061
  0.09261403  0.19197726  0.09712762 -0.06949076  0.05952096  0.04776938
 -0.01374593  0.20280531 -0.18510693 -0.03807595  0.03120781 -0.09897281
  0.02055667  0.13063514 -0.21219751  0.00608935 -0.09336222 -0.15317336
  0.15826073  0.05622597 -0.03827959 -0.02740558]"
678,Command,"[-0.05367322  0.0972096  -0.03700653 -0.08039691 -0.07389486  0.00043712
  0.10941466 -0.0169036   0.12994409  0.08987955 -0.00254399 -0.0242703
  0.07355161 -0.02694233 -0.09235588  0.05399282  0.05980337  0.08779947
 -0.2235105  -0.05491288  0.11171985 -0.01678083  0.08802897  0.10038009
  0.02471946 -0.00923879  0.14836903  0.08973793  0.04009681 -0.19931
 -0.10142735  0.12814146  0.16174887 -0.10195071  0.15053295 -0.02592806
  0.26758093  0.17089121 -0.13653542 -0.06277948 -0.14896113  0.01272073
  0.27370214 -0.05014136  0.16312951  0.1014801   0.00148506 -0.03926249
  0.1808728  -0.1967551  -0.12610626  0.24019629  0.07179695  0.00881675
 -0.12566298  0.03590703 -0.01412744  0.06303915  0.3633431   0.17351997
 -0.04275702  0.00424373  0.10688598 -0.05818277  0.0514186  -0.07298993
  0.00879048  0.13984407 -0.00786171 -0.01675647 -0.3281751  -0.17374624
  0.00976804 -0.02712532 -0.05945181 -0.04813552  0.08126844  0.03042478
  0.14382797  0.03449409  0.22388546  0.04681827 -0.00507671  0.07566863
  0.03690426 -0.09019744 -0.04033322  0.12798564  0.14209227 -0.10706731
 -0.01571125 -0.03251268 -0.09025387 -0.03055425  0.1761788   0.02050983
  0.12346175 -0.00719537 -0.10086169 -0.01898058]"
679,Command,"[ 0.00778109 -0.00723496  0.00230855 -0.14425102 -0.0699885   0.01081837
  0.2741405   0.24953757 -0.06734839 -0.09197349  0.12475467  0.08419959
  0.1354463   0.04392053 -0.02002047 -0.11869249 -0.16401052 -0.17025875
 -0.15878455  0.20383589  0.05991207  0.20318906  0.07736965  0.12453612
  0.09203409 -0.0808775   0.011006    0.05376466 -0.06285296 -0.00225145
 -0.00177365  0.02470817  0.00347299  0.15349792  0.05579617 -0.04984832
 -0.11977738  0.12168226  0.07084789  0.04777433 -0.2315741   0.02185961
 -0.11654862  0.07335964  0.08791747  0.07878858 -0.03130254 -0.08014069
  0.07773811 -0.11408052 -0.12625942 -0.12478179 -0.03504193 -0.08631653
 -0.10559005  0.01345613  0.15687302  0.026311    0.11760199 -0.10521673
 -0.04420908  0.03620681  0.10581861  0.05822501  0.10780863 -0.04174215
 -0.1456319   0.13574189  0.34520784 -0.03845035 -0.1245864  -0.04552062
  0.13060582  0.06371195  0.14865655  0.08661734 -0.07441173  0.06047051
  0.15496553 -0.09108055  0.02778485 -0.12921368  0.00846067 -0.00790799
 -0.08825776 -0.24557637 -0.10535773  0.09649214  0.10794351 -0.01899454
 -0.0003962   0.05550281  0.15272017  0.08775268 -0.03397712 -0.04788579
  0.1618905  -0.05130559 -0.09157592 -0.0798362 ]"
680,Command,"[-5.1927671e-02  1.0542353e-01  4.2737562e-02 -2.4584305e-02
  7.7903882e-02  3.4806922e-02 -4.5759983e-02  3.7234500e-01
 -1.6935247e-01 -1.3446629e-02  1.8367936e-01 -9.0988576e-03
  9.0408444e-02 -1.2828444e-01 -9.5320404e-02 -1.9001171e-01
  1.0911550e-01 -1.7171893e-01  6.5970317e-02 -1.6924979e-01
 -1.3945956e-02  2.8863248e-01  6.1943136e-02  1.5074690e-01
 -6.9310084e-02 -2.2915244e-01 -9.0552177e-03  5.3860534e-02
  2.1690163e-01 -4.3414671e-02  1.1839143e-01  2.1875811e-01
 -6.0129996e-02  1.9318810e-01  3.1920735e-02 -1.7485693e-01
  2.3160285e-01  1.2467654e-01 -5.3188495e-02 -1.4709671e-01
 -2.3849016e-01  1.4981274e-01 -4.9266227e-02 -8.7874912e-02
  8.2310289e-06 -6.8872839e-02 -1.6122763e-01 -3.1079497e-02
  7.5377472e-02 -1.4519407e-01 -2.2335729e-01 -4.3479476e-02
 -1.4063374e-02 -1.1536869e-01 -8.4824562e-03  1.8286601e-01
  1.1452548e-01  6.5538101e-04  3.6400668e-03  2.5107980e-02
  4.2737454e-02 -4.5410261e-02  9.0986371e-02  1.4288110e-01
  6.5168634e-02 -2.0179860e-03  1.9018444e-01  2.2830073e-02
  1.0066968e-01 -2.3902529e-01 -8.8220865e-02  5.1382191e-02
  2.7787946e-02  1.2240383e-01  1.4293335e-01  5.8255579e-02
  1.1967823e-01  1.9142911e-01  1.8485041e-01  1.3781115e-02
  9.4422422e-02 -1.6217828e-01  9.1885634e-02 -2.2983162e-01
 -7.1688846e-02  8.9808457e-02  6.5169163e-02  1.8966711e-01
  1.5013340e-01 -6.3531689e-02  4.9059432e-02  7.4350327e-02
  1.1866339e-02 -6.6564307e-03  8.3509274e-02 -7.0348218e-02
  2.0429377e-01  7.8119531e-02 -2.3753227e-01 -8.4665045e-02]"
681,Command,"[-1.05417393e-01  1.43440887e-01  3.52561697e-02 -5.47446646e-02
  1.85288433e-02  3.61123644e-02  1.55816317e-01 -2.22594608e-02
  1.14161879e-01  2.74106115e-02  1.14052244e-04 -1.58364072e-01
  6.88140988e-02  1.88799724e-02 -9.15605202e-02  1.54461488e-01
  1.04920946e-01  3.83761227e-02 -2.18446732e-01 -6.16556145e-02
  9.13159251e-02  2.28747781e-02  8.67287293e-02  1.64010480e-01
  3.02392733e-03  5.51667297e-03  5.96311688e-02  1.26996860e-01
  2.76145134e-02 -1.67271838e-01 -4.31266725e-02  2.16456149e-02
  8.82211328e-02 -9.24806818e-02  8.21388960e-02  3.74215953e-02
  1.93506554e-01  1.00690544e-01 -1.14355899e-01 -8.54942203e-02
 -2.00515106e-01  6.83891550e-02  2.06775546e-01 -4.20138240e-04
  8.02623332e-02  1.52570561e-01 -3.34204696e-02 -8.78097415e-02
  2.52110481e-01 -1.36767015e-01 -2.04609081e-01  1.51789054e-01
  1.00662559e-01  4.26641619e-03 -1.60624623e-01  7.50840157e-02
 -8.03184137e-02  4.21856856e-03  3.57438445e-01  1.77610949e-01
 -2.27437560e-02  4.03264910e-02  1.77467659e-01  2.53533665e-02
 -2.68301871e-02 -8.70797038e-02  1.31495642e-02  1.37173474e-01
 -3.70183438e-02 -1.50248855e-02 -2.60363966e-01 -5.90990670e-02
 -2.52125915e-02  3.23732682e-02 -8.83062854e-02 -1.20196700e-01
  3.83515880e-02 -5.07845581e-02  1.22862689e-01 -6.98264688e-03
  2.27416813e-01  8.10734779e-02  4.51308079e-02  5.60688078e-02
  7.26148710e-02 -7.96788409e-02 -2.56381165e-02  8.43214616e-02
  1.50975361e-01 -7.00949356e-02  3.30489129e-04 -6.15939312e-02
  9.27034020e-02 -8.32579806e-02  2.08222866e-01  3.44469808e-02
  8.67131427e-02 -3.78629602e-02 -5.10484017e-02 -3.28572020e-02]"
682,Command,"[-0.01574918 -0.01005248 -0.11545019  0.0040482  -0.02102154 -0.10148133
  0.12519257  0.11705847  0.01435678  0.00994343 -0.04068918 -0.01935715
  0.11220135  0.06647424 -0.07282221  0.05161105 -0.14272383 -0.00715309
 -0.14498994 -0.08018282 -0.04089464  0.17781302  0.02428689  0.09152636
  0.04248225 -0.06101128  0.05206216  0.01169049 -0.01907874  0.0143913
 -0.06105459  0.07582037  0.02838863  0.01963836  0.1510832  -0.04854568
  0.11510488  0.03304043 -0.1381602   0.00611401 -0.38078243  0.10267593
 -0.12691234 -0.09913305  0.12439505  0.08835991  0.07342348 -0.02821431
  0.31019768 -0.09083827 -0.04060963  0.03354797 -0.01766908 -0.09483083
 -0.05217997  0.01259479  0.03992555  0.0091279   0.159307   -0.07283796
 -0.07566871  0.16168787  0.01498904 -0.03312975  0.03925957 -0.188578
  0.00861933  0.04402849  0.23967819 -0.03829838 -0.27806798 -0.18278244
 -0.10274639 -0.03777039  0.03172783  0.1016169   0.16539018  0.01902269
  0.12246718  0.04302215  0.13461117 -0.06966762 -0.05245262  0.15269682
  0.04037651  0.05458211  0.02204941  0.02963216  0.19010994 -0.01157915
 -0.02482577  0.06036819  0.1162122   0.05503446  0.09859262  0.14621006
  0.14302294 -0.08618522 -0.09032433 -0.07516699]"
683,Command,"[-0.03837725  0.04468025  0.09957121 -0.191493    0.09917743 -0.07253715
  0.22931841  0.07983342 -0.03530066  0.01239632  0.22337334  0.18167499
  0.04893745 -0.02675737 -0.08398879 -0.4016095  -0.12365411  0.37578353
  0.15218835 -0.14303772  0.12537695  0.25520867  0.02340128  0.06493554
 -0.07235716  0.04307794 -0.01964726  0.04568475  0.09979919 -0.0758612
  0.13965209 -0.07507688  0.16760725 -0.02748217  0.15174854 -0.10239533
  0.3159061   0.25152904  0.19956905  0.00308089 -0.07296957  0.01766337
 -0.08295636  0.17166047  0.07132789 -0.06743579 -0.10007246 -0.13036129
 -0.19706106  0.16151987  0.11546032  0.18580356  0.08984574 -0.04273495
 -0.12992363  0.06907745 -0.13439345 -0.1606679   0.00977693  0.15107594
  0.14227352 -0.09008807  0.05307683 -0.2650252   0.14088292 -0.04396006
  0.0069156   0.23861723  0.29206944  0.0276336  -0.04990012 -0.10397629
 -0.19051704 -0.01654246  0.0761016  -0.27286965  0.19391845 -0.0409271
 -0.13538113 -0.03079455  0.17758411  0.15060602  0.11062907 -0.1548758
 -0.01159983  0.06459275 -0.30637044  0.12216909  0.08253886 -0.1162129
  0.12425698  0.17653123 -0.08880473  0.00222699  0.1521662  -0.14032643
  0.27439114  0.13364795  0.2598581  -0.0968155 ]"
684,Command,"[-0.12697355 -0.04616094  0.02034993 -0.01719224 -0.11061057 -0.08397501
  0.01560536  0.16396827  0.00777431 -0.135773    0.04824786  0.02360135
  0.04776923 -0.12821315 -0.12035345 -0.22391683 -0.06923817 -0.07789529
  0.04878755 -0.09661034 -0.03145413  0.09124431  0.08470143  0.10054651
 -0.11806212 -0.01217599  0.02309272 -0.04506656  0.22960311 -0.13765028
  0.0400907   0.1311781   0.10909988  0.12164065  0.03261484 -0.09966579
  0.04921618  0.12260546  0.05276563  0.01145037 -0.08737125  0.10503533
 -0.02591736 -0.01037289  0.17244866  0.00409602  0.01849927 -0.0967753
  0.15224743 -0.01412474 -0.1462484  -0.08409447 -0.006578   -0.04496215
  0.01536828  0.08885337  0.15641624  0.00453929 -0.09828611 -0.15477437
 -0.01862402 -0.01169906  0.01119479  0.04750969  0.03484022 -0.18360499
  0.01100622  0.09827894  0.28570652 -0.079625   -0.03616792  0.05511518
  0.12467296  0.04033239  0.08336452 -0.00967654  0.07671212  0.12972273
  0.11950234 -0.08167776  0.07737231 -0.00285079  0.11270951  0.12901634
 -0.07769151  0.07151094  0.02437455  0.15787312  0.09952925  0.05673526
  0.06279469  0.03461694  0.08989447 -0.13041057 -0.08064458 -0.02693916
  0.10923263  0.08873007  0.04497226  0.02386465]"
685,Command,"[-3.54792625e-02 -8.16443190e-02 -9.24755819e-03 -1.08907089e-01
 -1.69113070e-01 -1.47179961e-01  7.15302303e-02  2.15140749e-02
  8.88000578e-02 -1.21238127e-01  3.69633511e-02 -3.74526978e-02
 -3.09279822e-02 -1.18718958e-02 -1.29233852e-01 -9.66756493e-02
 -7.78499916e-02 -7.20293000e-02  1.96307395e-02  2.60102600e-02
  3.83576751e-02  3.34675089e-02  9.25993919e-02 -2.23587919e-02
 -8.92685652e-02 -5.61169237e-02 -2.23451219e-02 -3.09393182e-02
  6.52753115e-02 -1.52638704e-01  1.33124784e-01  1.24635555e-01
  7.09101371e-03  6.95490241e-02  7.55254552e-02 -3.65094841e-02
  9.68277901e-02  1.55385643e-01  2.97224559e-02 -3.58760506e-02
 -2.74324387e-01  8.69531929e-03 -1.14408858e-01  8.41809437e-02
  1.92859069e-01  1.55691624e-01 -5.04736640e-02 -9.58508402e-02
  1.40927806e-01 -9.27171856e-03 -5.18713258e-02 -8.95931348e-02
  5.73959090e-02 -8.44781846e-03  1.33991420e-01  1.19366497e-01
  1.12011120e-01  1.30848318e-01  4.80159968e-02 -8.53586942e-03
 -1.03104576e-01  6.38465062e-02  4.42127660e-02  5.54653332e-02
  2.05523685e-01 -8.78045857e-02 -4.13124077e-03  4.97489274e-02
  2.35679507e-01 -2.82010704e-01 -1.17118701e-01 -1.54125504e-04
  1.15109943e-01 -1.44065879e-02  1.41397551e-01  6.28048554e-04
  2.66946629e-02 -1.23787418e-01  2.12399900e-01 -6.73012435e-02
  1.01075150e-01 -1.83984756e-01 -3.62716578e-02  7.88238645e-02
  1.10472769e-01  2.62784902e-02 -1.05493583e-01  1.34216577e-01
  2.02953339e-01  1.26095861e-01 -1.69951469e-01  4.63665277e-02
  5.75048476e-02 -5.64642884e-02 -1.99710667e-01  7.29584843e-02
  9.61398333e-02 -3.30264196e-02 -4.59332429e-02  5.24995774e-02]"
686,Command,"[-0.40341106  0.21193844  0.09299842 -0.11273056  0.10365035  0.16485882
  0.1387715   0.31589186  0.00428328 -0.08390699  0.25329655  0.20452294
  0.08729084 -0.00294591 -0.23973536 -0.5312825   0.25127017  0.29635033
  0.375683   -0.11268375  0.2039843   0.47817943  0.07366448 -0.08226623
 -0.12374587  0.16611922 -0.3771822   0.10113341  0.05857376 -0.12038128
 -0.08172412 -0.14680676  0.09690012 -0.20921749  0.39769548 -0.19020298
  0.3690718  -0.01489141  0.15474601  0.03401401  0.19571276  0.25847542
 -0.43327278  0.2030842   0.5309911  -0.13946334  0.11524619 -0.08393481
 -0.28950226  0.12560387 -0.14418733  0.31280527  0.16112392 -0.0389225
  0.03063429  0.40556654  0.1759699  -0.04659967  0.1651603   0.22475106
  0.31691408 -0.10562    -0.00575537  0.03122156  0.31301627 -0.37765995
 -0.0401316   0.2482956   0.5048718   0.03859438  0.03032045 -0.13454086
 -0.16069035  0.0138032  -0.0609581  -0.19580786  0.24809815  0.21694738
 -0.15101641 -0.0439174   0.4770045  -0.05531054  0.20994833 -0.32266834
  0.20637329  0.1684475  -0.16420808  0.10617304  0.16542289  0.09814046
  0.384116    0.2255513  -0.28094858  0.20182776  0.28899002 -0.2706626
  0.07868131  0.27653968 -0.014817   -0.06103646]"
687,Command,"[-0.01394     0.0989857   0.12540886 -0.23894131  0.07106728 -0.0717639
  0.18737455 -0.00934226 -0.03619357 -0.03451672  0.22129083  0.11286082
 -0.06556097 -0.00821205 -0.01240288 -0.30707878 -0.11020403  0.19661164
  0.08458988 -0.10874665  0.02838285  0.22483142 -0.05687565  0.10386328
 -0.0182179   0.07537454 -0.01023886  0.04046451  0.08368035 -0.11043404
  0.08083563 -0.08786027  0.03181174  0.03701763  0.09635983 -0.12997031
  0.12268806  0.20005412  0.11998151  0.10249187 -0.14124319 -0.11369717
 -0.09092902  0.14322844  0.04848005  0.0437242  -0.02428057 -0.10563072
 -0.13050172  0.20836027  0.09260617  0.0935583   0.07997262 -0.06226017
 -0.11967365  0.05883977 -0.13310957 -0.1468279   0.0265821   0.12089733
  0.09447236 -0.08584793  0.06144615 -0.18777536  0.05241991  0.04089863
  0.02533807  0.14904478  0.37221667 -0.00456679 -0.10817082 -0.08942092
 -0.13456118 -0.05901806  0.01708317 -0.13597994  0.05437285 -0.03256684
 -0.18792854 -0.0768137   0.10682561  0.10427612  0.15365484 -0.15315625
 -0.02731718  0.07457094 -0.27648583  0.16876295  0.09670894 -0.12354867
  0.09957676  0.14255932 -0.04683075  0.02055237  0.16388139 -0.04801133
  0.24991302  0.14859188  0.19249193 -0.04085695]"
688,Command,"[ 0.0177049  -0.00543728  0.01854949  0.08254541  0.06344248 -0.17513415
  0.24846984  0.08847824 -0.01187368 -0.15792437  0.04317452  0.13711928
  0.06128968 -0.14205378 -0.1161883  -0.07591308 -0.07121034  0.07238393
  0.0376007  -0.20011474  0.0158382   0.10776079  0.1809851   0.05219005
 -0.10088951 -0.07955886  0.01712622 -0.0692653   0.15844022  0.0262492
  0.08455248  0.15018643 -0.04788274  0.05198663  0.06009268 -0.20619015
 -0.04586028  0.20168202  0.09543134 -0.03598018 -0.1856135   0.1221746
  0.02334906 -0.01964831  0.04780637  0.10672998 -0.05381117  0.0224862
  0.2534921   0.2256904  -0.19856821 -0.07747178  0.12381478  0.03149389
 -0.01195151  0.07342867  0.13530529 -0.03080789  0.06080434 -0.10917208
  0.00886379 -0.03573802 -0.05753025  0.1156968   0.08905871 -0.09918177
 -0.05247544  0.10153448  0.3681676  -0.12292779  0.03327789 -0.07162052
  0.04619895 -0.04320566  0.01379848 -0.0717424   0.17693326  0.18016171
  0.07519998  0.09867058  0.06557558 -0.15982814  0.11651785  0.03937006
 -0.08174529  0.06079133 -0.0333364   0.19406633  0.11542214 -0.10254376
  0.15132509  0.11914082  0.02980696 -0.18653479  0.184541   -0.10021675
  0.07447582  0.17314473  0.04083679  0.10015465]"
